registro_id;paciente_id;ci_paciente;nombre_paciente;apellido_paterno;apellido_materno;sexo;fecha_nacimiento;municipio_residencia;comunidad_indigena;fecha_vacunacion;vacuna_id;vacuna_nombre;numero_dosis;establecimiento_id;nombre_establecimiento;departamento;lote_vacuna;temperatura_conservacion;edad_dias_aplicacion;aplicacion_oportuna;via_administracion
REG-SC-000276;PAC-SC-04424;78038903 SC;Valentina;Quispe;Laura;F;30/10/2011;Concepción;False;15/04/2024;VAC-023;VPH;2;EST-SC-0123;Micro Hospital Villa Primavera;Santa Cruz;LOT-SII-2024-548;3.7;4551;True;Intramuscular
REG-SC-000277;PAC-SC-02848;91387569 SC;Óscar;Salvatierra;García;M;05/04/2022;La Guardia;True;31/07/2024;VAC-002;Pentavalente;1;EST-SC-0141;Posta de Salud Mallasa;Santa Cruz;LOT-SII-2024-124;11.3;848;True;Intramuscular
REG-SC-000278;PAC-SC-02360;19690803 SC;Carla;Choque;Mamani;F;19/04/2015;Vallegrande;False;27/09/2024;VAC-025;Influenza Estacional;1;EST-SC-0145;Posta Sanitaria Río Seco;Santa Cruz;LOT-GSK-2024-292;14.2;3449;True;Intramuscular
REG-SC-000279;PAC-SC-01779;46349049 SC;Lorena;Calle;Peñaranda;F;11/10/2023;Yapacaní;False;06/05/2024;VAC-007;Antipolio IPV;1;EST-SC-0109;Puesto de Salud Franz Tamayo;Santa Cruz;LOT-AZN-2024-531;7.8;208;True;Intramuscular
REG-SC-000280;PAC-SC-05389;35982540 SC;Santiago;Fernández;Mendoza;M;09/10/2021;San Ignacio de Velasco;False;13/07/2024;VAC-019;SRP (Triple Viral);1;EST-SC-0135;Centro de Salud Obrajes;Santa Cruz;LOT-GSK-2024-980;6.1;1008;True;Subcutánea
REG-SC-000281;PAC-SC-04621;20295634 SC;Jorge;Saucedo;Salazar;M;23/11/2022;San Ignacio de Velasco;False;15/05/2025;VAC-019;SRP (Triple Viral);1;EST-SC-0082;Posta Sanitaria Ciudad Satélite;Santa Cruz;LOT-GSK-2025-356;5.5;904;True;Subcutánea
REG-SC-000282;PAC-SC-05054;62701685 SC;Andrea;Quiroga;Choque;F;26/03/2021;Puerto Suarez;True;11/06/2025;VAC-008;Antipolio bOPV;2;EST-SC-0130;Centro Ambulatorio Villa Fátima;Santa Cruz;LOT-PFZ-2025-408;6.1;1538;True;Oral
REG-SC-000283;PAC-SC-04227;16466059 SC;Valentín;Martínez;Antelo;M;15/11/2023;Vallegrande;False;28/03/2024;VAC-001;BCG;1;EST-SC-0109;Puesto de Salud Franz Tamayo;Santa Cruz;LOT-GSK-2024-260;2.8;134;True;Intradérmica
REG-SC-000284;PAC-SC-03266;52495722 SC;Daniel;Quispe;Laura;M;14/12/2019;Vallegrande;False;20/03/2024;VAC-001;BCG;1;EST-SC-0131;Hospital Municipal San Antonio;Santa Cruz;LOT-BIO-2024-653;4.8;1558;True;Intradérmica
REG-SC-000285;PAC-SC-01080;90042451 SC;Santiago;Fernández;Áñez;M;21/06/2014;Roboré;True;10/04/2024;VAC-025;Influenza Estacional;1;EST-SC-0113;Centro Ambulatorio Tupac Katari;Santa Cruz;LOT-SNF-2024-310;3.8;3581;True;Intramuscular
REG-SC-000286;PAC-SC-01714;92278868 SC;Andrea;Pereira;Vargas;F;30/08/2008;Vallegrande;False;30/04/2024;VAC-024;dT Adulto;1;EST-SC-0072;Posta de Salud Calacoto;Santa Cruz;LOT-PFZ-2024-896;7.2;5722;True;Intramuscular
REG-SC-000287;PAC-SC-00677;74525979 SC;Elena;Montaño;Suárez;F;11/09/2008;San Ignacio de Velasco;False;25/12/2024;VAC-025;Influenza Estacional;1;EST-SC-0133;Posta Sanitaria Miraflores;Santa Cruz;LOT-PFZ-2024-827;3.5;5949;True;Intramuscular
REG-SC-000288;PAC-SC-02164;9052546 SC;Mateo;Peñaranda;Terrazas;M;28/02/2015;Roboré;False;21/05/2024;VAC-025;Influenza Estacional;1;EST-SC-0133;Posta Sanitaria Miraflores;Santa Cruz;LOT-PFZ-2024-517;4.8;3370;True;Intramuscular
REG-SC-000289;PAC-SC-04921;86690624 SC;Juan;Paniagua;Quiroga;M;24/12/2011;Camiri;False;19/11/2024;VAC-023;VPH;2;EST-SC-0089;Hospital Obrero Urbarí;Santa Cruz;LOT-SII-2024-139;3.9;4714;True;Intramuscular
REG-SC-000290;PAC-SC-03699;89336136 SC;Daniela;García;Antelo;F;26/04/2020;La Guardia;True;12/06/2025;VAC-025;Influenza Estacional;1;EST-SC-0117;Posta de Salud Huayna Potosí;Santa Cruz;LOT-BIO-2025-270;3.3;1873;True;Intramuscular
REG-SC-000291;PAC-SC-01436;10070894 SC;Natalia;Rojas;Rodríguez;F;26/11/1994;Vallegrande;False;29/06/2024;VAC-024;dT Adulto;1;EST-SC-0133;Posta Sanitaria Miraflores;Santa Cruz;LOT-GSK-2024-400;5.9;10808;True;Intramuscular
REG-SC-000292;PAC-SC-03220;22817682 SC;Verónica;Laura;Gutiérrez;F;22/09/2009;Yapacaní;False;05/09/2024;VAC-025;Influenza Estacional;1;EST-SC-0121;Posta Sanitaria Tarapacá;Santa Cruz;LOT-AZN-2024-283;4.3;5462;True;Intramuscular
REG-SC-000293;PAC-SC-01775;94732726 SC;Claudia;Salazar;Condori;F;07/01/2020;Concepción;False;04/04/2024;VAC-006;Pentavalente;5;EST-SC-0093;Centro Materno Infantil Tiquipaya Norte;Santa Cruz;LOT-GSK-2024-118;4.6;1549;True;Intramuscular
REG-SC-000294;PAC-SC-04526;62814904 SC;Fernanda;Huanca;Quispe;F;02/09/2016;San Julián;True;13/12/2024;VAC-025;Influenza Estacional;1;EST-SC-0107;Hospital Provincial Villa Ingenio;Santa Cruz;LOT-PFZ-2024-306;7.8;3024;True;Intramuscular
REG-SC-000295;PAC-SC-02022;46209152 SC;Carlos;Rodríguez;Salazar;M;08/01/2024;San Ignacio de Velasco;False;19/03/2024;VAC-012;Antineumocócica;1;EST-SC-0096;Posta Sanitaria Temporal;Santa Cruz;LOT-SII-2024-780;4.5;71;True;Intramuscular
REG-SC-000296;PAC-SC-04498;56456741 SC;Víctor;Vaca;Condori;M;11/01/2020;Vallegrande;True;22/04/2024;VAC-007;Antipolio IPV;1;EST-SC-0097;Posta Sanitaria Alalay;Santa Cruz;LOT-PFZ-2024-273;4.5;1563;True;Intramuscular
REG-SC-000297;PAC-SC-00844;69427019 SC;Gonzalo;Saucedo;Saucedo;M;10/10/2022;Concepción;False;12/01/2024;VAC-007;Antipolio IPV;1;EST-SC-0080;Posta de Salud Senkata;Santa Cruz;LOT-SNF-2024-146;2.2;459;True;Intramuscular
REG-SC-000298;PAC-SC-04158;97787345 SC;Pablo;Cuéllar;García;M;05/11/2009;Puerto Suarez;False;11/09/2024;VAC-025;Influenza Estacional;1;EST-SC-0107;Hospital Provincial Villa Ingenio;Santa Cruz;LOT-BIO-2024-453;5.9;5424;True;Intramuscular
REG-SC-000299;PAC-SC-05203;47077561 SC;Renata;Martínez;Cuéllar;F;01/04/2014;Cotoca;False;09/04/2025;VAC-025;Influenza Estacional;1;EST-SC-0102;Posta de Salud San Sebastián;Santa Cruz;LOT-GSK-2025-380;4.6;4026;True;Intramuscular
REG-SC-000300;PAC-SC-01478;98085315 SC;Raúl;Salvatierra;Saucedo;M;10/05/2017;Montero;False;22/05/2024;VAC-025;Influenza Estacional;1;EST-SC-0072;Posta de Salud Calacoto;Santa Cruz;LOT-BIO-2024-689;1.8;2569;True;Intramuscular
REG-SC-000301;PAC-SC-00775;95242442 SC;Renata;García;López;F;01/04/2023;Yapacaní;True;11/09/2024;VAC-004;Pentavalente;3;EST-SC-0111;Posta Sanitaria Bolívar;Santa Cruz;LOT-SNF-2024-435;12.6;529;True;Intramuscular
REG-SC-000302;PAC-SC-05476;95525592 SC;Jorge;Vargas;Antelo;M;04/09/2019;Roboré;True;04/05/2024;VAC-007;Antipolio IPV;1;EST-SC-0134;Posta de Salud Sopocachi;Santa Cruz;LOT-PFZ-2024-348;2.9;1704;True;Intramuscular
REG-SC-000303;PAC-SC-04961;11177788 SC;Ramiro;López;Cuéllar;M;29/07/2021;San Ignacio de Velasco;False;20/01/2025;VAC-009;Antipolio bOPV;3;EST-SC-0073;Hospital Integral Chasquipampa;Santa Cruz;LOT-GSK-2025-215;6.9;1271;True;Oral
REG-SC-000304;PAC-SC-05311;46494409 SC;Roberto;Saucedo;Mamani;M;09/03/2023;Camiri;False;02/06/2025;VAC-009;Antipolio bOPV;3;EST-SC-0112;Posta de Salud Litoral;Santa Cruz;LOT-SII-2025-190;3.9;816;True;Oral
REG-SC-000305;PAC-SC-03862;44863436 SC;Víctor;Áñez;Choque;M;31/07/2021;Yapacaní;True;17/12/2024;VAC-021;Antiamarílica (FA);1;EST-SC-0097;Posta Sanitaria Alalay;Santa Cruz;LOT-AZN-2024-623;4.2;1235;True;Subcutánea
REG-SC-000306;PAC-SC-01776;34870528 SC;Rosa;Apaza;Paz;F;02/08/2024;Montero;False;25/01/2025;VAC-001;BCG;1;EST-SC-0116;Posta Sanitaria Chacaltaya;Santa Cruz;LOT-SNF-2025-838;5.0;176;True;Intradérmica
REG-SC-000307;PAC-SC-00165;39580196 SC;Raúl;Choque;López;M;04/09/2001;Concepción;True;14/03/2024;VAC-024;dT Adulto;1;EST-SC-0085;Posta de Salud Pampa de la Isla;Santa Cruz;LOT-SII-2024-403;9.5;8227;True;Intramuscular
REG-SC-000308;PAC-SC-00583;92571895 SC;Renata;Montaño;Bustamante;F;09/11/2019;Yapacaní;False;29/11/2024;VAC-025;Influenza Estacional;1;EST-SC-0103;Centro de Salud La Cancha;Santa Cruz;LOT-PFZ-2024-708;11.3;1847;True;Intramuscular
REG-SC-000309;PAC-SC-05229;86915928 SC;Carla;Rojas;Paz;F;23/09/2012;Concepción;False;28/06/2024;VAC-023;VPH;2;EST-SC-0141;Posta de Salud Mallasa;Santa Cruz;LOT-BIO-2024-507;9.1;4296;True;Intramuscular
REG-SC-000310;PAC-SC-04367;72925515 SC;Luis;López;Céspedes;M;29/02/2024;Camiri;False;11/10/2024;VAC-017;Influenza Pediátrica;1;EST-SC-0105;Posta Sanitaria San Pedro;Santa Cruz;LOT-AZN-2024-936;1.8;225;True;Intramuscular
REG-SC-000311;PAC-SC-00575;58153903 SC;Joaquín;Castillo;López;M;26/03/1995;Puerto Suarez;False;21/04/2025;VAC-024;dT Adulto;1;EST-SC-0118;Hospital Germán Busch Sajama;Santa Cruz;LOT-GSK-2025-756;8.5;10984;True;Intramuscular
REG-SC-000312;PAC-SC-02255;12378747 SC;Andrea;Martínez;Cruz;F;03/12/1990;Concepción;False;10/09/2024;VAC-024;dT Adulto;1;EST-SC-0135;Centro de Salud Obrajes;Santa Cruz;LOT-SNF-2024-589;5.1;12335;True;Intramuscular
REG-SC-000313;PAC-SC-01292;84108210 SC;Natalia;Rojas;Paz;F;25/10/2021;Warnes;False;14/03/2024;VAC-021;Antiamarílica (FA);1;EST-SC-0109;Puesto de Salud Franz Tamayo;Santa Cruz;LOT-GSK-2024-976;5.5;871;True;Subcutánea
REG-SC-000314;PAC-SC-01397;95617542 SC;Isabella;Suárez;Salazar;F;07/11/2020;San Ignacio de Velasco;False;15/08/2024;VAC-007;Antipolio IPV;1;EST-SC-0115;Posta Sanitaria Illimani;Santa Cruz;LOT-AZN-2024-437;5.2;1377;True;Intramuscular
REG-SC-000315;PAC-SC-03916;11352776 SC;Marco;Salazar;Terrazas;M;14/02/2022;Puerto Suarez;False;09/08/2024;VAC-007;Antipolio IPV;1;EST-SC-0107;Hospital Provincial Villa Ingenio;Santa Cruz;LOT-AZN-2024-470;5.1;907;True;Intramuscular
REG-SC-000316;PAC-SC-02617;33487630 SC;Valeria;Salvatierra;Apaza;F;22/12/2021;Santa Cruz de la Sierra;False;01/04/2024;VAC-004;Pentavalente;3;EST-SC-0142;Centro Ambulatorio Kupini;Santa Cruz;LOT-SNF-2024-175;4.9;831;True;Intramuscular
REG-SC-000317;PAC-SC-02032;8694379 SC;Raúl;Salazar;Huanca;M;20/12/2014;Concepción;True;18/12/2024;VAC-025;Influenza Estacional;1;EST-SC-0128;Micro Hospital Porvenir;Santa Cruz;LOT-GSK-2024-739;4.2;3651;True;Intramuscular
REG-SC-000318;PAC-SC-01622;45198308 SC;Óscar;Romero;Paniagua;M;19/06/2023;Puerto Suarez;False;24/10/2024;VAC-025;Influenza Estacional;1;EST-SC-0084;Centro Ambulatorio Plan 3000;Santa Cruz;LOT-BIO-2024-380;6.0;493;True;Intramuscular
REG-SC-000319;PAC-SC-04552;75513279 SC;Alejandra;Herrera;Romero;F;08/02/2020;Vallegrande;False;10/02/2024;VAC-025;Influenza Estacional;1;EST-SC-0087;Centro Integral de Salud La Ramada;Santa Cruz;LOT-AZN-2024-508;6.1;1463;True;Intramuscular
REG-SC-000320;PAC-SC-00485;95117048 SC;Gabriel;Montaño;Torrez;M;30/06/2011;Yapacaní;True;19/10/2024;VAC-025;Influenza Estacional;1;EST-SC-0101;Centro Ambulatorio Villa Pagador;Santa Cruz;LOT-SII-2024-332;4.6;4860;True;Intramuscular
REG-SC-000321;PAC-SC-01843;28113012 SC;Raúl;Antelo;Camacho;M;30/01/2024;Santa Cruz de la Sierra;False;19/06/2024;VAC-012;Antineumocócica;1;EST-SC-0083;Posta Sanitaria Villa Dolores;Santa Cruz;LOT-SNF-2024-653;4.9;141;True;Intramuscular
REG-SC-000322;PAC-SC-04257;76363238 SC;Renata;Áñez;Suárez;F;18/05/2016;Santa Cruz de la Sierra;False;07/06/2024;VAC-025;Influenza Estacional;1;EST-SC-0115;Posta Sanitaria Illimani;Santa Cruz;LOT-SII-2024-902;7.4;2942;True;Intramuscular
REG-SC-000323;PAC-SC-02809;21778094 SC;Rodrigo;López;Suárez;M;08/04/2023;Vallegrande;False;19/04/2024;VAC-009;Antipolio bOPV;3;EST-SC-0105;Posta Sanitaria San Pedro;Santa Cruz;LOT-AZN-2024-457;8.6;377;True;Oral
REG-SC-000324;PAC-SC-01309;98059600 SC;Camila;Morales;Salazar;F;02/10/2014;Concepción;False;12/03/2024;VAC-025;Influenza Estacional;1;EST-SC-0113;Centro Ambulatorio Tupac Katari;Santa Cruz;LOT-GSK-2024-333;6.4;3449;True;Intramuscular
REG-SC-000325;PAC-SC-04846;16289747 SC;Jimena;Antelo;Salazar;F;10/10/2021;Santa Cruz de la Sierra;False;31/05/2024;VAC-007;Antipolio IPV;1;EST-SC-0106;Policlínico Alto Lima;Santa Cruz;LOT-GSK-2024-867;4.8;964;True;Intramuscular
REG-SC-000326;PAC-SC-05210;78275437 SC;Luis;Calle;Rodríguez;M;20/04/2021;San Julián;True;20/03/2025;VAC-025;Influenza Estacional;1;EST-SC-0117;Posta de Salud Huayna Potosí;Santa Cruz;LOT-GSK-2025-899;4.5;1430;True;Intramuscular
REG-SC-000327;PAC-SC-04684;7812633 SC;Isabella;Apaza;Huanca;F;11/10/2023;La Guardia;True;11/04/2024;VAC-004;Pentavalente;3;EST-SC-0111;Posta Sanitaria Bolívar;Santa Cruz;LOT-AZN-2024-113;9.6;183;True;Intramuscular
REG-SC-000328;PAC-SC-03229;9668117 SC;Mónica;Choque;Gutiérrez;F;30/06/1988;Roboré;False;29/03/2024;VAC-025;Influenza Estacional;1;EST-SC-0129;Posta de Salud Villa Adela;Santa Cruz;LOT-PFZ-2024-831;3.2;13056;True;Intramuscular
REG-SC-000329;PAC-SC-02275;50323130 SC;Fernanda;Paniagua;Paz;F;25/04/2019;San Julián;False;07/08/2024;VAC-025;Influenza Estacional;1;EST-SC-0100;Centro Materno Infantil Cerro Verde;Santa Cruz;LOT-GSK-2024-886;4.2;1931;True;Intramuscular
REG-SC-000330;PAC-SC-04080;61805354 SC;Emilio;Vaca;Camacho;M;04/01/2021;Roboré;True;19/05/2025;VAC-002;Pentavalente;1;EST-SC-0131;Hospital Municipal San Antonio;Santa Cruz;LOT-PFZ-2025-398;6.4;1596;True;Intramuscular
REG-SC-000331;PAC-SC-00715;51736559 SC;Facundo;Cuéllar;Herrera;M;16/08/2023;Santa Cruz de la Sierra;False;14/03/2024;VAC-007;Antipolio IPV;1;EST-SC-0084;Centro Ambulatorio Plan 3000;Santa Cruz;LOT-PFZ-2024-156;4.9;211;True;Intramuscular
REG-SC-000332;PAC-SC-03814;50570252 SC;Adrián;Quispe;Bustamante;M;06/06/2004;ROBORE;False;23/08/2024;VAC-025;Influenza Estacional;1;EST-SC-0074;Centro de Salud Irpavi;santa cruz;LOT-BIO-2024-234;4.5;7383;True;Intramuscular
REG-SC-000333;PAC-SC-00383;80534578 SC;Raúl;Apaza;Fernández;M;30/09/2017;Portachuelo;False;16/05/2024;VAC-025;Influenza Estacional;1;EST-SC-0136;Centro Ambulatorio Calacoto;Santa Cruz;LOT-PFZ-2024-971;11.2;2420;True;Intramuscular
REG-SC-000334;PAC-SC-05384;78232403 SC;Isabella;Morales;Bustamante;F;11/08/2013;Mineros;False;08/08/2024;VAC-025;Influenza Estacional;1;EST-SC-0114;Centro Integral de Salud Bartolina Sisa;Santa Cruz;LOT-AZN-2024-388;3.8;4015;True;Intramuscular
REG-SC-000335;PAC-SC-02005;8117753 SC;Sergio;Condori;Castillo;M;27/12/2023;Roboré;False;17/02/2024;VAC-001;BCG;1;EST-SC-0132;Centro de Salud Villa Victoria;Santa Cruz;LOT-PFZ-2024-483;6.9;52;True;Intradérmica
REG-SC-000336;PAC-SC-01398;5704863 SC;Diana;Fernández;Justiniano;F;01/05/2022;Camiri;False;07/10/2024;VAC-001;BCG;1;EST-SC-0139;Centro Materno Infantil Achumani;Santa Cruz;LOT-GSK-2024-669;7.9;890;True;Intradérmica
REG-SC-000337;PAC-SC-01863;99907912 SC;Natalia;Justiniano;Poma;F;15/02/2023;Roboré;False;01/02/2025;VAC-007;Antipolio IPV;1;EST-SC-0128;Micro Hospital Porvenir;Santa Cruz;LOT-BIO-2025-978;6.5;717;True;Intramuscular
REG-SC-000338;PAC-SC-00721;23575489 SC;Joaquín;Céspedes;Vaca;M;01/12/2020;Camiri;True;14/11/2024;VAC-004;Pentavalente;3;EST-SC-0145;Posta Sanitaria Río Seco;Santa Cruz;LOT-SNF-2024-189;3.7;1444;True;Intramuscular
REG-SC-000339;PAC-SC-02557;2084258 SC;Gabriela;Gutiérrez;García;F;23/01/2010;Montero;False;03/09/2024;VAC-025;Influenza Estacional;1;EST-SC-0087;Centro Integral de Salud La Ramada;Santa Cruz;LOT-SII-2024-594;6.8;5337;True;Intramuscular
REG-SC-000340;PAC-SC-03804;14604578 SC;Martina;Vargas;Camacho;F;19/04/2021;La Guardia;False;21/01/2025;VAC-007;Antipolio IPV;1;EST-SC-0121;Posta Sanitaria Tarapacá;Santa Cruz;LOT-SII-2025-918;6.1;1373;True;Intramuscular
REG-SC-000341;PAC-SC-03582;90535856 SC;Renata;Castillo;Montaño;F;16/03/2022;Cotoca;False;20/03/2024;VAC-009;Antipolio bOPV;3;EST-SC-0085;Posta de Salud Pampa de la Isla;Santa Cruz;LOT-SNF-2024-946;6.2;735;True;Oral
REG-SC-000342;PAC-SC-04747;88794939 SC;Adrián;Ribera;Quiroga;M;06/06/2021;Santa Cruz de la Sierra;False;14/03/2024;VAC-009;Antipolio bOPV;3;EST-SC-0131;Hospital Municipal San Antonio;Santa Cruz;LOT-PFZ-2024-998;4.4;1012;True;Oral
REG-SC-000343;PAC-SC-03260;1584141 SC;Sofía;Salazar;Paz;F;26/05/2020;La Guardia;False;19/06/2024;VAC-021;Antiamarílica (FA);1;EST-SC-0100;Centro Materno Infantil Cerro Verde;Santa Cruz;LOT-SII-2024-513;6.3;1485;True;Subcutánea
REG-SC-000344;PAC-SC-02031;4736029 SC;Jimena;Camacho;Quispe;F;31/10/2021;MONTERO;False;05/02/2024;VAC-007;Antipolio IPV;1;EST-SC-0098;Hospital Walter Khon Jaihuayco;SantaCruz;LOT-GSK-2024-402;5.6;827;True;Intramuscular
REG-SC-000345;PAC-SC-00387;84624212 SC;Carla;Salazar;Laura;F;27/08/2014;Roboré;False;12/04/2024;VAC-025;Influenza Estacional;1;EST-SC-0082;Posta Sanitaria Ciudad Satélite;Santa Cruz;LOT-SNF-2024-347;4.7;3516;True;Intramuscular
REG-SC-000346;PAC-SC-04845;35070122 SC;Ramiro;Antelo;Choque;M;25/05/2021;San Julián;False;26/06/2025;VAC-009;Antipolio bOPV;3;EST-SC-0099;Centro Materno Infantil Valle Hermoso;Santa Cruz;LOT-AZN-2025-946;4.3;1493;True;Oral
REG-SC-000347;PAC-SC-02073;82327849 SC;Sebastián;Flores;Pereira;M;17/12/2010;Vallegrande;False;21/06/2025;VAC-025;Influenza Estacional;1;EST-SC-0091;Centro Materno Infantil Hamacas;Santa Cruz;LOT-PFZ-2025-121;3.5;5300;True;Intramuscular
REG-SC-000348;PAC-SC-00217;22217066 SC;Ricardo;López;Terrazas;M;04/01/2024;SAN IGNACIO DE VELASCO;True;12/01/2024;VAC-001;BCG;1;EST-SC-0104;Centro Materno Infantil Chimba;Santa Cruz;LOT-SNF-2024-233;3.5;8;True;Intradérmica
REG-SC-000349;PAC-SC-05332;9694895 SC;Valentín;Castillo;Antelo;M;01/11/2020;Montero;True;13/01/2025;VAC-009;Antipolio bOPV;3;EST-SC-0080;Posta de Salud Senkata;Santa Cruz;LOT-PFZ-2025-934;6.2;1534;True;Oral
REG-SC-000350;PAC-SC-02318;92156928 SC;Marco;Apaza;Justiniano;M;13/02/2018;Concepción;False;25/03/2024;VAC-025;Influenza Estacional;1;EST-SC-0081;Centro Ambulatorio Río Seco;Santa Cruz;LOT-SNF-2024-781;10.0;2232;True;Intramuscular
REG-SC-000351;PAC-SC-00286;33469247 SC;Gabriela;Ribera;Rojas;F;08/11/2019;Mineros;False;29/05/2024;VAC-011;Antipolio bOPV;5;EST-SC-0073;Hospital Integral Chasquipampa;Santa Cruz;LOT-BIO-2024-892;4.0;1664;True;Oral
REG-SC-000352;PAC-SC-01062;46883048 SC;Andrea;Paz;Romero;F;10/06/2023;Mineros;False;02/03/2024;VAC-008;Antipolio bOPV;2;EST-SC-0078;Posta de Salud Kupini;Santa Cruz;LOT-AZN-2024-205;8.3;266;True;Oral
REG-SC-000353;PAC-SC-00584;89827492 SC;Joaquín;Céspedes;López;M;29/11/2023;San Ignacio de Velasco;False;21/10/2024;VAC-004;Pentavalente;3;EST-SC-0071;Centro Ambulatorio Obrajes;Santa Cruz;LOT-SII-2024-527;6.8;327;True;Intramuscular
REG-SC-000354;PAC-SC-00005;11959014 SC;Elena;Condori;Herrera;F;04/01/2014;Portachuelo;True;30/05/2024;VAC-025;Influenza Estacional;1;EST-SC-0111;Posta Sanitaria Bolívar;Santa Cruz;LOT-SII-2024-292;6.3;3799;True;Intramuscular
REG-SC-000355;PAC-SC-00236;56771029 SC;Carlos;Antelo;Paz;M;06/09/2013;Puerto Suarez;False;12/09/2024;VAC-022;VPH;1;EST-SC-0095;Posta de Salud Quillacollo Centro;Santa Cruz;LOT-SII-2024-117;4.2;4024;True;Intramuscular
REG-SC-000356;PAC-SC-03572;71089084 SC;Juan;Peñaranda;Quispe;M;03/03/2011;Portachuelo;True;08/04/2025;VAC-025;Influenza Estacional;1;EST-SC-0123;Micro Hospital Villa Primavera;Santa Cruz;LOT-PFZ-2025-446;6.4;5150;True;Intramuscular
REG-SC-000357;PAC-SC-02565;33636368 SC;Daniel;Montaño;García;M;27/11/2023;Camiri;True;28/02/2024;VAC-012;Antineumocócica;1;EST-SC-0086;Puesto de Salud Los Lotes;Santa Cruz;LOT-SNF-2024-967;5.2;93;True;Intramuscular
REG-SC-000358;PAC-SC-03202;69298361 SC;Silvia;Áñez;Paz;F;03/12/2019;La Guardia;True;09/09/2024;VAC-009;Antipolio bOPV;3;EST-SC-0108;Centro Integral de Salud Nuevos Horizontes;Santa Cruz;LOT-AZN-2024-991;3.5;1742;True;Oral
REG-SC-000359;PAC-SC-04891;49754353 SC;David;Montaño;Choque;M;10/01/2023;Yapacaní;False;02/02/2024;VAC-021;Antiamarílica (FA);1;EST-SC-0103;Centro de Salud La Cancha;Santa Cruz;LOT-SII-2024-209;7.4;388;True;Subcutánea
REG-SC-000360;PAC-SC-04274;29222068 SC;Gonzalo;Camacho;Salvatierra;M;15/06/2003;Warnes;False;08/07/2024;VAC-024;dT Adulto;1;EST-SC-0120;Centro Integral de Salud Toro Toro;Santa Cruz;LOT-GSK-2024-354;4.5;7694;True;Intramuscular
REG-SC-000361;PAC-SC-00790;83555815 SC;Roberto;Peñaranda;Peñaranda;M;17/08/2024;Puerto Suarez;False;03/10/2024;VAC-001;BCG;1;EST-SC-0112;Posta de Salud Litoral;Santa Cruz;LOT-BIO-2024-884;0.5;47;True;Intradérmica
REG-SC-000362;PAC-SC-04426;35487556 SC;Valentín;Condori;Castillo;M;16/12/2019;Vallegrande;False;29/07/2024;VAC-025;Influenza Estacional;1;EST-SC-0144;Centro Ambulatorio Senkata;Santa Cruz;LOT-GSK-2024-446;5.6;1687;True;Intramuscular
REG-SC-000363;PAC-SC-03626;39707618 SC;Sergio;Gutiérrez;Morales;M;14/10/2011;San Ignacio de Velasco;False;21/06/2025;VAC-025;Influenza Estacional;1;EST-SC-0078;Posta de Salud Kupini;Santa Cruz;LOT-GSK-2025-177;7.1;4999;True;Intramuscular
REG-SC-000364;PAC-SC-00348;67290435 SC;Gonzalo;Salazar;Choque;M;11/02/2013;San Julián;False;01/07/2024;VAC-022;VPH;1;EST-SC-0138;Centro Materno Infantil Irpavi;Santa Cruz;LOT-SII-2024-848;5.3;4158;True;Intramuscular
REG-SC-000365;PAC-SC-05394;87941372 SC;Miguel;Saucedo;Quispe;M;23/02/1990;Portachuelo;False;29/11/2024;VAC-024;dT Adulto;1;EST-SC-0085;Posta de Salud Pampa de la Isla;Santa Cruz;LOT-SNF-2024-544;0.1;12698;True;Intramuscular
REG-SC-000366;PAC-SC-05294;24986699 SC;Pablo;Camacho;Vargas;M;26/01/2014;La Guardia;False;05/01/2024;VAC-025;Influenza Estacional;1;EST-SC-0103;Centro de Salud La Cancha;Santa Cruz;LOT-SNF-2024-881;8.5;3631;True;Intramuscular
REG-SC-000367;PAC-SC-05319;44816688 SC;Carmen;Fernández;Apaza;F;23/10/2020;Montero;False;09/05/2024;VAC-019;SRP (Triple Viral);1;EST-SC-0101;Centro Ambulatorio Villa Pagador;Santa Cruz;LOT-PFZ-2024-927;4.7;1294;True;Subcutánea
REG-SC-000368;PAC-SC-00223;5876872 SC;Ana;Flores;Gutiérrez;F;03/06/1992;Concepción;True;22/07/2024;VAC-024;dT Adulto;1;EST-SC-0105;Posta Sanitaria San Pedro;Santa Cruz;LOT-SNF-2024-310;7.6;11737;True;Intramuscular
REG-SC-000369;PAC-SC-00751;96655263 SC;Gabriela;Justiniano;Romero;F;31/05/2022;Montero;False;06/01/2025;VAC-019;SRP (Triple Viral);1;EST-SC-0113;Centro Ambulatorio Tupac Katari;Santa Cruz;LOT-SII-2025-112;2.8;951;True;Subcutánea
REG-SC-000370;PAC-SC-01625;38932455 SC;Valentín;Justiniano;Montaño;M;13/10/2022;Cotoca;False;07/06/2024;VAC-003;Pentavalente;2;EST-SC-0103;Centro de Salud La Cancha;Santa Cruz;LOT-GSK-2024-119;11.8;603;True;Intramuscular
REG-SC-000371;PAC-SC-03905;38850083 SC;Andrea;Justiniano;Martínez;F;16/02/2020;Concepción;False;07/12/2024;VAC-007;Antipolio IPV;1;EST-SC-0126;Centro Integral de Salud Unión;Santa Cruz;LOT-SII-2024-519;4.1;1756;True;Intramuscular
